objectid,filename_og,,,,,final file type,,format-CAT,format-almost,format,filename,title,creator,mine,depth,date,description,subject,location,latitude,longitude,source,format original,format_og,type,identifier,language,rights,rightsstatement
cb042,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,"Spectator, University of Southern California Journal of Film and Television Criticism",University of Southern California School of Film and Television Criticism (now called the Division of Cinema & Media Studies),Osa Hidalgo de la Riva,,2006,"Cover of Spectator Volume 26, No. 1 Spring 2006 issue (a journal published by the University of Southern California) which was edited by Osa while she was a student completing her PhD in Film and Television Criticism. She made sure to highlight Chicana artists, her family, and a few other feminist alies of all genders. Full title is, ""Spectator: Chicana Spectators and Mediamakers Imagining TransCultural Diversity."" The cover image was designed by Lola de la Riva and is described in a poem contai",cpmr; de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; 2006; 2000s; Spectator Magazine; University of Southern California; PhD; Doctorate; Film and Television Criticism; Lola de la Riva; poetry; film; Los Angeles; interviews; Alma Lopez; Diane; Elizabeth; Rhonda Chabran; Maria Elena Chavez; Suzanna Sanchez; Sylvia Morales; Nancy de los Santos; Rosa-Linda Fregoso; Yolanda M. Lopez; Rosio Alvarez; Elizabeth M. Hidalgo; Norma E. Cantu; Chela Sandoval; Maria Herrera-Sobek; Cherrie Moraga; Celia Herrera Rodriguez,,,,Osa Hidalgo de la Riva,"7""x10""",,magazine journal,500_OHR_05292022_013,,University of Southern California School of Film and Television Criticism (now called the Division of Cinema & Media Studies),
cb045,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Dichosas Terri y Liz poem,Celia de la Riva Rubio,Osa Hidalgo de la Riva,,1994,Dichosas Terri y Liz poem published by Celia de la Riva Rubio in English and Spanish. This poem was dedicated to Osa Hidalgo de la Riva and her sister Liz de la Riva and illustrates their connection.,cpmr; de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; poetry; Morelia; Mexico; feminist; Colectivo Artistico Morelia A.C.; 1994; 1990s; aunt; niece; tía; Celia de la Riva Rubio; Aunt Sally; bilingual; English; Spanish,,,,Osa Hidalgo de la Riva,"5""x8""",,book,500_OHR_05152022_010,,Celia de la Riva Rubio,
cb051,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Angie de la Riva nuclear family,Unknown,Osa Hidalgo de la Riva,,1926,"Left to right: Francisco Gabriel de la Riva, (baby) Gabriel de la Riva, (on bike) Francisco de la Riva, (woman) Angela Rubio de la Riva. Grandparents and uncles to Osa Hidalgo de la Riva on her mother's side. They are likely in Berkeley, California. Back of de la Riva nuclear family photograph. Handwritten text in pencil reads: ""Papa Frank holding Gab. Mama Angela and Frank Jr (Kiki) de la Riva--Berkeley, Cal 1926""",Berkeley; california; 1926; cpmr; de la Riva Family Archive; Chicano; Bay Area; family portrait; postcard; Mexican American,,,,Osa Hidalgo de la Riva,"4""x5""",,photograph,500_OHR_03112022_006,,Unknown,
cb052,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Rubio family posing for fiestas patrias event,Unknown,Osa Hidalgo de la Riva,,c.1918-1920,"Likely a posed photo at a meeting for the Latino literary association formed by Domingo Rubio and Francisco Gabriel de la Riva. Three people in the center of the image are each holding a flag; person on left has an American flag, person at center is holding an organizational flag for ""Union Obrera Hispano Americano"", person at right has a Mexican flag. They are all dressed in patriotic Mexican costume. Domingo Rubio is at the center, women on right is Angela Rubio, woman at left is unknown. Bac",1918; 1920; Fiestas Patrias; cpmr; de la Riva Family Archive; Chicano; california; Bay Area; family portrait; postcard; Mexican American,,,,Osa Hidalgo de la Riva,"4""x5""",,photograph,500_OHR_03112022_005,,Unknown,
cb053,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Rubio family studio portrait,Unknown,Osa Hidalgo de la Riva,,c. early 1900s,"Studio portrait of the Rubio family printed on a postcard with handwriting identifying each person by name and a letter on the back (identified in 500_OHR_03112022_004b). Postcard was sent to Angela Maria Rubio de la Riva by her brother Domingo who's wife, children, and brother (Amador) are in the photo. Back of postcard with Rubio family printed on front. Printed postcard text is in English. Handwritten text in Spanish reads: ""Te mando esta fotografía de mi esposa, Amador, y mis chiquillos, tu",early 1900s; cpmr; de la Riva Family Archive; Chicano; california; Bay Area; Mexican American; studio portrait; family photograph; handwritten; postcard,,,,Osa Hidalgo de la Riva,"4""x5""",,photograph,500_OHR_03112022_004,,Unknown,
cb066,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,"Photograph of Enriqueta and people in traditional indigenous clothing, Corky Gonzales' memorial",,Enriqueta Vasquez,Screenshot (158).png,"April 12, 2005","Photograph of Enriqueta Vasquez [far right] and several people in traditional indigenous clothing, including tall feather headdresses, as part of Corky Gonzales' memorial in Curtis Park, Denver on April 12, 2005.",Enriqueta Vasquez; Curtis Park; Corky Gonzales; 2005; 2000s; indigenous; headdress; Vasquez archive; JAG; cpmr,,,,Enriqueta Vasquez,4x6,,Photograph,306EV_081318_311_merged.pdf,,,
cb069,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,"Correspondence, Enriqueta Vasquez and Betita Martinez on longhairs, May 26 1969",Betita Martinez,Enriqueta Vasquez,Screenshot (157).png,1969,"Correspondence from Betita Martinez to Enriqueta and Bill Vasquez in May 1969 on the subject of ""longhairs,"" or hippies and other counterculture people who moved to New Mexico en masse during the 1960s and 1970s. The letter includes what could be Betita's own typographical corrections in pencil.",Enriqueta Vasquez; Betita Martinez; Bill Longeaux; longhairs; hippies; New Mexico; 1969; 1960s; correspondence; Vasquez archive; JAG; cpmr,,,,Enriqueta Vasquez,8.5x11,,Correspondence,306EV_081318_146_merged.pdf,,Betita Martinez,
cb072,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Personal notes from Enriqueta Vasquez's Cuba trip,Enriqueta Vasquez,Enriqueta Vasquez,Screenshot (155).png,1969,"A small notebook of handwritten notes about teaching by Enriqueta Vasquez on her 1969 trip to Cuba. The notebook includes shorthand. Enriqueta traveled to Cuba in 1969 as part of a delegation of activists and journalists invited to Cuba to report on the revolution's ten-year anniversary. Enriqueta traveled on behalf of El Grito del Norte and traveled with Rafael Duran, a long-time land grant movement activist.",Enriqueta Vasquez; Photograph; Personal Notes; Cuba; Havana; Cuban revolution; 1969; 1960s; Vasquez archive; JAG; cpmr,,,,Enriqueta Vasquez,5x8,,Photograph,306EV_081218_124_merged.pdf,,Enriqueta Vasquez,
cb073,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,"El Grito del Norte, Vol. 4, No. 4-5, June 1971","El Grito del Norte, Inc.",Enriqueta Vasquez,Screenshot (154).png,June 1971,"El Grito del Norte newspaper, volume 4, numbers 4 and 5, from June 1971. Enriqueta Vasquez worked for this newspaper and it includes a special insert on La Chicana. Article topics include the freeing of Reies Lopez Tijerina, a killing by Taos police, the trial of Tobias Leyba, La Raza Unida Party victories in Crystal City, Texas, Gertrudis Bocanegra, Mexican American women of the revolution, Isabel Magron Gonzalez, the lynching of Josefa (""Juanita"") Segovia, Alicia Escalante, Hijas de Cuauhtemoc",Enriqueta Vasquez; El Grito del Norte; Reies Lopez Tijerina; Tobias Leyba; Raza Unida Party; RUP; crystal city; Gertrudis Bocanegra; Isabel Magron Gonzalez; Josefa Segovia; Juanita Segovia; Alicia Escalante; Hijas de Cuauhtemoc; Raza Unida Party women; Indochinese Women's Conference of 1971; Young Lords; Venceremos College; Mexico; Lolita Lebron; Cheyenne; Plains Indians; fishing rights; welfare rights movement; newspaper; Vasquez archive; 1971; 1970s; JAG; cpmr,,,,Enriqueta Vasquez,"ex: 8.5"" by 11""",,Newspaper,306EV_091318_016.pdf,,"El Grito del Norte, Inc.",
cb088,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Letter from Martha Cotera to Susie Renteria offering support for Mujeres Por La Causa,Martha Cotera,n/a,imageedit_15_2857363134.png,"September 23, 1974","Letter regrets to inform Susie that Martha cannot speak before Mujeres Por La Causa, but offers alternative speakers, support, and materials.",Martha Cotera; Martha Cotera archive; texas; 1974; Waco; 1970s; cpmr; Chicana Research and Learning Center; CRLC; Susie Renteria; Evey Chapa; Mujeres por la Causa,,,,,8.5x11,,Correspondence,AR-M620N_20091028_143437.pdf,,Martha Cotera,
cb089,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Conferencia Para Chicanas Agenda,N/A,n/a,imageedit_13_4663681533.png,"February 23, 1974",Agenda and information for Conferencia Para Chicanas in 1974.,texas; 1974; cpmr; Cotera Archive; RUP; 1970s; Conferencia para Chicanas; conference; Martha Cotera; Evey Chapa,,,,,8.5x11,,conference agenda,Conferencia Para Chicanas_23Feb1974.pdf,,N/A,
cb090,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Letter Requesting Donation from Evey Chapa,Carlos Guerra,n/a,imageedit_9_5422202482.png,"June 14, 1974",Letter from Carlos Guerra to Evey Chapa asking for donations to fund Ramsey Muniz and his candidacy.,Carlos Guerra; Cotera Archive; Ramsey Muniz; Evey Chapa; 1970s; 1974; Martha Cotera; Letter; fundraiser; donation; cpmr,,,,,8.5x11,,Correspondence,Correspondence_Evey Chapa_Carlos Guerra_1.pdf,,Carlos Guerra,
cb091,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Letter to Lucy Lopez: Chicana Conference by Clarement Colleges,Martha Cotera,n/a,imageedit_7_3047853592.png,"October 31, 1974","Clarement Colleges is hosting the National Chicana Conference, and writes to Martha in thanks and with a timeline for the organizational steps.",Evey Chapa; Martha Cotera; Claremont Colleges; 1970s; National Chicana Conference; Lucy Lopez; Chicana Research and Learning Center; CRLC; cpmr; Martha Cotera archive; 1974,,,,,8.5x11,,Correspondence,AR-M620N_20091028_143856.pdf,,Martha Cotera,
cb092,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,"Chicana Research and Learning Center Concept Paper, 1974",Evey Chapa,MSU Special Collections,imageedit_5_7721808157.png,September 1974,"A Concept Paper for the Chicana Research and Learning Center, written by Evey Chapa in 1974, that lays out the purpose and need for the Chicana Resarch and Learning Center. The paper lists the following staff: Evey Chapa, Executive Director, Belinda Herrera, Research Director, Martha Cotera, Chair of Board of directors, Lydia Espinoza (South Bend) former Research Director, Emilio Zamora, Aurelio Montemayor, Rebecca Pedroza, Cecilia Burciaga, Cecialia Suarez, Juan Gomez Quinones",austin; Evey Chapa; Chicana Research and Learning Center; CRLC; Cecilia Burciaga; Midwest; Cotera Archive; Cecilia Suarez; Aurelio Montomayor; cpmr; Emilia Zamora; Juan Gomez Quinones; 1974; Rebecca Pedrazo; Michigan; 1970s; texas; MSU Collection; Belinda Herrera; Lydia Espinoza,,,,,8.5x11,,Paper,"Unpublished Chapa,Evey Sept74_JJG3.36_.pdf",,Evey Chapa,
cb093,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Ramsey Muniz Press Release Procedure,N/A,n/a,imageedit_3_4185328204.png,n/a,List of steps for Evey Chapa to take for giving a press release for Ramsey Muniz.,n/a,,,,,8.5x11,,n/a,n/a,,N/A,
cb094,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Letter from Ramsey Muniz to Evey Chapa,Ramsey Muñiz,n/a,imageedit_1_6452989812.png,"April 11, 1974",n/a,n/a,,,,,8.5x11,,Correspondence,n/a,,Ramsey Muñiz,
cb095,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Letter from Martha Cotera,Martha Cotera,n/a,imageedit_2_6514683280.png,"October 31, 1974",n/a,n/a,,,,,8.5x11,,Correspondence,n/a,,Martha Cotera,
cb143,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,"Raza Art and Media Collective Journal Volume 2, Number 1",Raza Media Arts Collective,,Screen Shot 2016-09-10 at 3.49.31 AM.png,1977,Contains the first edition of the second volume of the Raza Art and Media Collective Journal. Pages 1-2.,cpmr; mdbe; Ana Luisa Cardona; Cardona Archive; 1977; raza art and media collective; journal; roberto flores; george vargas; Angela de Hoyos; 1970s,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",,Print Journal,214AC_120515_021.pdf,,Raza Media Arts Collective,
cb155,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,"Raza Art and Media Collective Journal, Volume 1, Number 1",Raza Art & Media Collective,Ana Cardona's Archive,,"January 1, 1976","Contains the first edition of the Raza Art and Media Collective Journal, front page and page 2.",ana cardona,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",,Newsletter,214AC_120515_019,,Raza Art & Media Collective,
cb156,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Ana Luisa Cardona - Oral History Clip 4,N/A,n/a,Screen Shot 2016-08-17 at 2.25.55 AM.png,1976,Ana Cardona discusses her experience at University of Michigan meeting up and participating in organizations with Chicanos including the Raza Art and Media Collective.,ana cardona; ramc; cpmr,,,,Ana Luisa Cardona,11 minutes,,Video,214AC_120715_005.m4v,,N/A,
cb180,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,"Raza Art and Media Collective Journal Volume 1, Number 2","The Raza Art and Media Collective, Inc.",Ana Luisa Cardona,Screen Shot 2016-08-17 at 2.18.03 AM.png,1976,Contains the second edition of the Raza Art and Media Collective Journal. Pages 1-6.,Ana Luisa Cardona; Cardona Archive; 1976; march 1; volume 1; number 2; raza art and media collective; university of michigan; miguel mendez; 1970s; journal; tenelcome; corrido; Santos Martinez; San antonio; roberto flores; ana luisa cardona poetry; roberto flores photography,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",,Journal,214AC_120515_020,,"The Raza Art and Media Collective, Inc.",
cb181,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Ana Luisa Cardona CV second version,Ana Luisa Cardona,Ana Luisa Cardona,Screen Shot 2016-08-17 at 2.25.25 AM.png,1970-1980,The second version in the binder of Ana Luisa Cardona's CV.,Ana Luisa Cardona; Cardona Archive; 1977; 1978; national endowment for the arts; washington dc; cv; university of michigan; 1970s; 1980s; raza art and media collective; los viejitos; teatro de los estudiantes; comission for minority affairs,,,,Ana Luisa Cardona,"8.5"" by 11""",,CV,214AC_120515_018,,Ana Luisa Cardona,
cb192,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Cotera at Code Pink Rally,Unknown,Unknown,,2013,This video shows Martha Cotera at the Code Pink Rally in 2013.,cpmr; Martha Cotera; Cotera Archive; 2013; Martha Cotera Collection; video; Code Pink Rally,,,,Martha Cotera Collection,Unknown,,Video,Cotera at Code Pink Rally - 2013.MOV,,Unknown,
cb224,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Arellanes and All Brown Beret Women Resignation Letter,Material courtesy of Gloria Arellanes Papers at CSU-LA,Unavailable,Screen Shot 2016-08-17 at 2.25.01 AM.png,"2/25/1970, 1970s",Letter of Resignation from the Brown Beret Female Segment to the minister of the Brown Beret Organizaton,Gloria Arellanes; Brown Beret Women; Brown Beret Female Segment; 1970s; Aron Mangancilla; Resignation; 1970,,,,Gloria Arellanes,"8.5"" x 11""",,Correspondence,"Arellanes and All Women Resign,pdf",,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb246,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,Letter Asking for Martha Cotera for Project on Outstanding Mexican American Women,Olga De Leon,Martha Cotera,Screen Shot 2016-08-17 at 2.26.55 AM.png,1973,"Olga De Leon writes to Martha notifying her that she shall be represented in UT Austin's project for Outstanding Mexican American Women, requesting data",1970s; 1973; austin; cpmr; Martha Cotera; Cotera Archive; Olga de Leon; Project on Outstanding Mexican American Women; Social Science Research Association; texas; University of Texas,,,,Martha Cotera Collection,8.5 x 11,,Correspondence,AR-M620N_20091028_143514.pdf,,Olga De Leon,
cb247,,#VALUE!,,,,,,image/,image/,image/,https://cpmrark.reclaim.hosting/images/records/,La Raza Unida Booklet,Unknown,Martha Cotera,Screen Shot 2016-08-17 at 2.23.58 AM.png,1970s,Partial booklet concentrating on the purpose of RUP MI. Leading women are in committee positions.,Cotera Archive; cpmr; La Raza Unida; Martha Cotera; booklet,,,,Martha Cotera Collection,Unknown,,Booklet,La Raza Unida--MI Chicanas_JJG2.56_.pdf,,Unknown,
