objectid,title,creator,creator_title,date,description,subject,type,format,language,identifier,filename_og,display_template,image_large,image_small,image_thumb,object location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement
cb225,Arellanes Buttons and Newspaper Clippings,Material courtesy of Gloria Arellanes Papers at CSU-LA,,"1960s, 1970s","La Causa, Poor People's March, etc.",Gloria Arellanes; Chicano Moratorium; Francisco Ramos; Poor People's March; Che,Image;Stillimage,image/png,,fe649106a72b4bc793b1bbba29d06a3a.png,fe649106-a72b-4bc7-93b1-bbba29d06a3a.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/fe649106a72b4bc793b1bbba29d06a3a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/fe649106a72b4bc793b1bbba29d06a3a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/fe649106a72b4bc793b1bbba29d06a3a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/fe649106a72b4bc793b1bbba29d06a3a.png,Unknown,,,,Gloria Arellanes,Unknown,Buttons and Newspaper,patch_buttons.tif,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb231,Join Las Adelitas de Aztlan Flyer,Material courtesy of Gloria Arellanes Papers at CSU-LA,,2/22/1970,Join Las Adelitas de Aztlan Flyer- handwritten,Gloria Arellanes; flyer; Las Adelitas de Aztlan,Image;Stillimage,image/png,,fe673e977cb941e1b58bb97a41cb4933.png,fe673e97-7cb9-41e1-b58b-b97a41cb4933.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/fe673e977cb941e1b58bb97a41cb4933.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/fe673e977cb941e1b58bb97a41cb4933.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/fe673e977cb941e1b58bb97a41cb4933.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/fe673e977cb941e1b58bb97a41cb4933.png,Unknown,,,,Gloria Arellanes,Unknown,Flyer,b1_f5_chicanas.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb283,It Is a Class Struggle Poster,Unknown,,1970s,"A brightly-colored poster that reads, It Is a Class Struggle.", Sonia Lopez archive; sonia lopez; poster; 1970s; social class; it is a class struggle,Image;Stillimage,image/png,,ffcdb11ca0e44703b29f60f92ff9da8f.png,ffcdb11c-a0e4-4703-b29f-60f92ff9da8f.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ffcdb11ca0e44703b29f60f92ff9da8f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ffcdb11ca0e44703b29f60f92ff9da8f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ffcdb11ca0e44703b29f60f92ff9da8f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ffcdb11ca0e44703b29f60f92ff9da8f.png,,,,,Sonia Lopez,"10"" x 14""",Poster,201LCG_112614_190.tif,,Unknown,
cb332,Float,Maria Seiferle,,?,A float picture we are uploading,enriqueta chavez,Image;Stillimage,image/png,,float.png,float.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/float.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/float.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/float.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/float.png,,,,,Enriqueta Chavez,"5""x5""",photo,123131,,Maria Seiferle,
cb334,"Men Working On a Parked, Decorated Truck - Photo",Unknown,,1972 (?),"Photo of two men working on a truck decorated in red, green, and white. Beside the truck, a little girl in a pink dress dances.",1970s; 1972; chavez archive;  crystal city; enriqueta chavez; la raza unida party; march; men; parade; truck; youth,Image;Stillimage,image/png,,floatwork.png,floatwork.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/floatwork.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/floatwork.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/floatwork.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/floatwork.png,Appears courtesy of Enriqueta Chavez.,,,,Enriqueta Chavez,"4""x4""",Color Photo,034EC080113-016.tiff,,Unknown,
cb277,“Frank Talk Around the Plaza” Newspaper Article,Unknown,,5/13/2014,Announcement of a talk give by Carmen Tafolla as director of the Mexican American studies program.,Carmen tafolla; san antonio light; 1975; Tafolla archive,Image;Stillimage,image/png,,franktalkaroundtheplaza.png,frank talk around the plaza.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/franktalkaroundtheplaza.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/franktalkaroundtheplaza.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/franktalkaroundtheplaza.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/franktalkaroundtheplaza.png,Carmen Tafolla,,,,Carmen Tafolla,Unknown,image/tiff,203CT_042514_002.tiff,,Unknown,
cb107,Talk at University of the Incarnate Word,John Davenport,,10/5/2015,n/a,,Image;Stillimage,image/jpg,,galleryxlarge.jpg,gallery_xlarge.jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/galleryxlarge.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/galleryxlarge.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/galleryxlarge.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/galleryxlarge.jpg,San Antonio Express-News,,,,Sister Yolanda Tarango,8x10,Photograph,n/a,,John Davenport,
cb110,"Girl sitting in a window sill, Chicago",Nancy Del Los Santos,,,Black and White Photograph of a girl sitting on a window sill,Nancy de los Santos collection; Nancy de los Santos; 1960s;  photo.,Image;Stillimage,image/png,,girlinwindow.png,girl in window.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/girlinwindow.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/girlinwindow.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/girlinwindow.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/girlinwindow.png,Nancy De Los Santos,,,,Nancy de los Santos,"ex: 8.5"" by 11""",photograph,1401_0011NDLSR_111114_185,,Nancy Del Los Santos,
cb220,Viva HHH Muskie Button,Unknown,,12/23/2013,Viva HHH Muskie Button,Oral history; 1968; button;  edmund muskie; hubert h humphrey; maria guadiana; presidential candidate,Image;Stillimage,image/png,,hhh.png,hhh.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/hhh.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/hhh.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/hhh.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/hhh.png,,,,,Maria Guadiana,2112x2112,Image,104MG_120713_008.tiff,,Unknown,
cb079,"Maria Jimenez speaks at a press conference in front of Houston Home Depot, denounces crack-down on day laborers’ constitutional rights to seek work in public areas, October 2007",Denise Gomez,,2007,"""Maria Jimenez speaks at a press conference in front of the Home Depot on Bellaire and Beltway 8 to denounce a crack-down on day laborers’ constitutional rights to seek work in public areas in October 2007."" -- from Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",n/a,Image;Stillimage,image/jpg,,homedepotmaria.jpg,home-depot-maria.jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/homedepotmaria.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/homedepotmaria.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/homedepotmaria.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/homedepotmaria.jpg,"Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",,,,Maria Jimenez,n/a,photograph,n/a,,Denise Gomez,
cb275,Photo from newspaper: “Disaster aid gathered”,Unknown,,5/13/2014,Carmen Tafolla and the rest of the Mexican American studies center was featured in the newspaper for gathering aid for Honduras hurricane victims,Carmen tafolla; Tafolla archive; honduras,Image;Stillimage,image/png,,hondurasrelief.png,honduras relief.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/hondurasrelief.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/hondurasrelief.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/hondurasrelief.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/hondurasrelief.png,Carmen Tafolla,,,,Carmen Tafolla,unknown,image/tiff,203CT_042514_027.tiff,,Unknown,
cb219,Honoring Our Founders of the Center of Chicano-Boricua Studies Button,Unknown,,12/23/2013,Honoring Our Founders of the Center of Chicano-Boricua Studies Button,Oral history; 2006; button; chicano boricua studies; Chicano-Boricua Studies;  guadiana archive; latino en marcha; maria guadiana; monteith college; Wayne State University,Image;Stillimage,image/png,,honoringour.png,honoringour.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/honoringour.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/honoringour.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/honoringour.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/honoringour.png,,,,,Maria Guadiana,2112x2112,Image,104MG_120713_006.tiff,,Unknown,
cb282,“Upbringing spurs poet by accident to be pugnacious”: Houston Post Newspaper Article,Richard Vara,,8/25/2014,"Newspaper article about Carmen Tafolla, a short feature about her life/upbringing, her work, and her accomplishments.",Carmen tafolla; Houston; Houston post; Richard vara; Tafolla archive,Image;Stillimage,image/png,,houstonpostarticle.png,houston post article .png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/houstonpostarticle.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/houstonpostarticle.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/houstonpostarticle.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/houstonpostarticle.png,Carmen Tafolla,,,,Carmen Tafolla,Unknown,application/pdf,203_CT_060214_002.pdf,,Richard Vara,
cb087,"Faculty Headshot, Dr. Keta Miranda, Associate Professor in Mexican American Studies at the University of Texas at San Antonio",N/A,,n/a,n/a,n/a,Image;Stillimage,image/png,,imageedit176178560104.png,imageedit_17_6178560104.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit176178560104.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit176178560104.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit176178560104.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit176178560104.png,University of Texas San Antonio website (http://education.utsa.edu/faculty/profile/marie.miranda@utsa.edu),,,,"Marie ""Keta"" Miranda",n/a,photograph,n/a,,N/A,
cb086,"Homegirls in the Public Sphere, by Keta Miranda",Marie,,n/a,"""Marie “Keta” Miranda presents the results of an ethnographic collaboration with Chicana gang members, in which they contest popular and academic representations of Chicana/o youth and also construct their own narratives of self identity through a documentary film.""",n/a,Image;Stillimage,image/png,,imageedit195575884118.png,imageedit_19_5575884118.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit195575884118.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit195575884118.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit195575884118.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit195575884118.png,University of Texas Press website (https://utpress.utexas.edu/books/mirhom),,,,"Marie ""Keta"" Miranda",n/a,book,n/a,,Marie,
cb085,"State of Xicana/o Studies panel, Palo Alto College",N/A,,9/27/2013,State of Xicana/o Studies panel at Palo Alto College. Dr. Keta Miranda is a featured panelist (right-hand side).,n/a,Image;Stillimage,image/png,,imageedit214669213507.png,imageedit_21_4669213507.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit214669213507.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit214669213507.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit214669213507.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit214669213507.png,San Antonio Current website (https://www.sacurrent.com/ArtSlut/archives/2013/09/25/10-free-events-happening-in-san-antonio-this-week-9-23-9-29),,,,"Marie ""Keta"" Miranda",n/a,n/a,n/a,,N/A,
cb084,"""ERA's Legacy Calls for Intersectionality in Words and Action,"" Marie Keta Miranda, Women's Studies Quarterly Vol. 43, No. 3/4",Marie,,2015,"Dr. Keta Miranda's article in Women's Studies Quarterly Vol. 43, No. 3/4, THE 1970s (FALL/WINTER 2015), pp. 287-290",n/a,Image;Stillimage,image/png,,imageedit259062681682.png,imageedit_25_9062681682.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit259062681682.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit259062681682.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit259062681682.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit259062681682.png,Women's Studies Quarterly website via JSTOR (https://www-jstor-org.proxy.lib.umich.edu/stable/43958576?pq-origsite=summon&seq=1#metadata_info_tab_contents),,,,"Marie ""Keta"" Miranda",8.5x11,n/a,n/a,,Marie,
cb078,Maria Jimenez at South Texas Human Rights Center Water Stations project,Denise Gomez,,n/a,"""Maria Jimenez participated in the South Texas Human Rights Center Water Stations project, replenishing water stations to prevent migrant deaths due to exposure and dehydration. Shown at left with Maria in April 2014 is Eddie Canales, director of the STHRC, and center, Pedro Blandon, a paralegal with the Texas Civil Rights Project."" -- From Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez.",n/a,Image;Stillimage,image/png,,imageedit274619711130.png,imageedit_27_4619711130.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit274619711130.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit274619711130.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit274619711130.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/imageedit274619711130.png,"Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",,,,Maria Jimenez,n/a,photograph,n/a,,Denise Gomez,
cb166,Picture of Muniz '74 Sewing Kit,Unknown,,1974,Juana Gonzales's Muniz '74 sewing kit.,juana Gonzales; juana gonzales collection;  tdkdsr; 1974; 1970s; Muniz,Image;Stillimage,image/jpg,,img1979(800x600).jpg,IMG_1979 (800x600).jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/img1979(800x600).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/img1979(800x600).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/img1979(800x600).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/img1979(800x600).jpg,Juana Gonzales,,,,Juana Gonzales,Unknown,Photograph,216JG_112115_0051.JPG,,Unknown,
cb080,Maria Jimenez speaks to May Day 2012 crowd,Denise Gomez,,5/1/2012,"""Maria Jimenez speaks to the crowd gathered at a march on May Day 2012 after carrying the Antorcha Guadalupana, the torch for immigrant rights and dignity."" -- From Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",n/a,Image;Stillimage,image/jpg,,img8040.jpg,IMG_8040.jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/img8040.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/img8040.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/img8040.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/img8040.jpg,"Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",,,,Maria Jimenez,n/a,photograph,n/a,,Denise Gomez,
cb083,"Photograph of Maria Jimenez, by Denise Gomez",Denise Gomez,,n/a,"Photograph of Maria Jimenez, by Denise Gomez from Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",n/a,Image;Stillimage,image/png,,iwfrhouston081300x225.png,IWFR-Houston-081-300x225.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/iwfrhouston081300x225.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/iwfrhouston081300x225.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/iwfrhouston081300x225.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/iwfrhouston081300x225.png,"Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",,,,Maria Jimenez,n/a,photograph,n/a,,Denise Gomez,
